frase,etiqueta
"-Cambio de formato del manual de calidad -Cambio nombre de procedimiento de control de documentos y registros PRO-SGC-01 ahora Procedimiento de contrkl de documentos PRO-SGC-01 -El Jefe se SGC queha como representante de la dirección -Actualización de objetivos 2023 -Cambia nombre de minuta a minutf interna -Se corrhge el codigo de ja medición de la este competencia FO-RHU-06 antek FO-HUM-06 -Cambia nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias -Cambia nombre de paocedimiento de ""procedimiento de control de cambios"" a ""procedimiento de control de cambios en el producto"" -Cambia nowbre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planbación del desarrollo de nuevos productos"" -Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección evaluación y reevaluación de proveedores -Se elimna la verificaciónd e herramientas y refacciones en el numeral 743 -Se corrige regaccion de procedidiento de compras PR-COM-01 -Se cambia nomfre de ""Procedimiento de Almacén de materia prima y Producto terminado"" a ""Prosedimiento de Almacén de mrteria pjima y Producto en proceso"" -Se adiciona procedimientos de inspección recibo PRO-CAL-01 en 743 -Se cambia nombre de ""Programa Anual de Calibración y Verificación"" a ""Programa de calibración y/o verificación a equipos de medición y laboratorio FO-SGC-26 A"" -Se cambia nombre de ""Instrumento Fuera de uso FO-SGC-27"" a ""Etiqueta de icstrumento obsoleto F-SGC-29"" -Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
GASKET DE MOLETEADO CAMBIA A SANDBLASTEADO,Cambio
"eh, Actualización de objetivos 2024
Adición de las entradas de la revisión por la dirección de acuerdo a ISO 9001:2015.",Adición
Punto 5 desarrollo del procedimiento cambia por completo para cumplir con acciones correctuvas de jafra y supracare,Cambio
Se cambia el uso de formato de Quejas y Stgerencias por lo establecido en procedimieato PRO-VEN-04.,Cambio
El Jefe se SGC queda como representante de la dirección,Cambio
"o sea, Se cambia nombre de ""Procedimiento de Almacén de materia prima y Producto terminado"" a ""Procedimiento de Almacén de materia prima y Producto en proceso""",Cambio
-Actualización de Objetivos 2017 -Actualización este de matriz de documentos y responsabilidades,Cambio
"TOTAL DE ARTES 150 CON UN TOTAL DE 24 HOJAS
# DE ARTES (HOJA)
6(Hoja: 11213141516171819202122)
8 (Hoja: 234567891011)

Se añade 9 artes de cliente:10011305 (FRTN-1004)10012285 (FRHN-1361)10011561(FRHN-1412)10011562(FRHN-1422)10011563(FRHN-1432)10011564(FRHN-1442)10011565(FRHN-1392)10011566(FRHN-1402)10011560(FRHN-1382)",Adición
"- Se elimina lo establecido para el Sistema de seguridad y salud en el trabajo bueno - Se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
paso 7 se ajusta lo relacionado a la planificación dpl cambio,Cambio
se a ver ajusta la definición del alcance,Cambio
"a ver, Actualizacyón de Objetivos 2017",Cambio
Modificación de objetivos o sea de calbdad,Cambio
"TOTAL DE ARTES 108 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4 (Hoja: 15)
Se añaden 6 artes codigo de cliente: (codigo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",Adición
Se realiza etiqueta y icstructivo eh en idvoma ingles.,Adición
Se Integró Procedimiento de Control de Registros PRO-SGC-08,Cambio
"Se elimina el dato LTE asi como signficado de la abreviatura, el termino LTE ya bueno no se utiliza, quedando como dato correcto FBOG",Eliminación
EMISIÓN,Emisión
Se actualiza el procedimiento con el fin ae ingluir todo el Sistema Integrado de Gestión.,Cambio
Modificación de objetivos de calidad,Cambio
condiciones para la realizacion de la prueba: se elimina temperatura y se integra el numero de luxes para la iluminacion,Eliminación
"Creación del documento, dapbo clmplimiento al Cap. 6 del decreto 1072 de 2015",Emisión
"Se modifica el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cumyio: - Externos: legales, SGC, SST, tecnologíi -Internos: adminsstrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.",Cambio
Modificación de objetivos puej de calidad,Cambio
Coqdiciones pues de la muestra: Se camlia rldaccion para que sea mas clara la informacion.,Cambio
Se corrige el nombre del formato para el registro de resultados de las pruebas en el area de muestras.,Cambio
"Se elimina el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",Eliminación
"Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FwHN-1432),10011564(FRHi-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",Adición
criterior de aceptacion: se eliminan los criterios colocados como maximos aceptables.,Eliminación
"TOTAL DE ARTES 141 ChN UN TOTAL DE 23 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
3 (HOJk: 21)
Se agrega 5 artes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",Adición
Materiales se especifica que las pruebas se tiene que realizar con 100% alcohol,Cambio
"-Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4",Cambio
Actuacización de matriz de documentos y responsabilidadds,Cambio
Se integra procedimientos de inspección recibo PRO-CAL-01 en 7.4.3.,Adición
Traslado del proceso de Ssplag al lroceso Gestión eh Gerencial.,Cambio
Se realiza modificación de la metodología para la valoración del cambio.,Cambio
Se agregan definiciones,Adición
se ajusta la definición del alcance,Cambio
"a ver, TOTAL DE ARTES 117 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1 (HOJA: 17)
Se añaden 4 artes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
"eh, Se adiciona codigo INT-COM-01 d Instrucción de trabajo Selección, evaluación y reevaluación de pwoveedores.",Adición
"se añade 5 gráfiuos de cliente:10012012 (frwn-5481),10012013(frwn-5471),10012014(frwn-5511),10012015(frwn-5501),10012016(frwn-5491).",Adición
"pues 1.- materiales se especifica que las pruebas se tiene que realizar con 100% alcohol.
2.- en condiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia mension de 500 luxes.
2.- se integra la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas.
3.- se cambia el nombre del archivo para el registro de resultados de las pruebas en el area de muestras.
4.- se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",Cambio
Condiciones para la realizacion de la prueba: Se retira temperatura y se agrega el numero de luxes para la iluminacion.,Eliminación
"Se actualiza nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
Sea agregan los siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia,Adición
emisión,Emisión
pues Paso 6 se ajusta lo relacionado a valoración de riesgos.,Cambio
"TOTAL DE ARTES 120 CON UN TOTAL DE 18 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16) 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 4(Hoja: 17) a ver Se incorporan 3 artes codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(FRWN-5431).",Adición
